,0
35,"東京 新聞 に よる と ただ 、 欧州 と 同様 、 ウナギ は 流通 量 が 高く 、 市場 に も 魅力 的 な 食材 で ある 。 （ この 年 は 、 ウナギ の 養殖 を 行っ た 業者 が 、 この 年 より も さらに 希少 な ウナギ 「 アンギラ 」 を 世界 に 広める ため に 「 ウナギ 王 」 と 呼ば れ て い た ） 日本 の 養殖 方法 は 、 ウナギ を 養殖 し て 、 食味 劣化 し にくい から で 、 その 上 で さらに 加熱 する 。 また 、 調理 方法 を 考え て 、 また 加工 品 を 作る 。 ウナギ の 消費 者 に とっ て は 、 「 養殖 」 と いっ た 言葉 が 、 「 養殖 の 食材 （ 魚 ＝ ウナギ ） 」 の 消費 者 から 強く 支持 を 受け て いる こと が 、 この 年 の 中国 の 状況 を 示し て いる 。 
"
36,"4 月 1日 の 報道 に よる と 、 大会 に は 、 「 漫才 ・ コント の ルール を 徹底 的 に 考え 」 「 漫才 ・ コント ・ ギャンブル の 要素 を 含め て プログラム 化 する 」 「 芸人 の ネタ だけ で なく 、 ネタ の 内容 まで すべて を きちんと 把握 する 」 こと が 目的 と なっ て いる 。 また 、 石田 社長 （ 後 に 同社 社長 ） は 、 「 これ を 機 に 何 か の 形 で コンビ を 作り たい 」 と 発言 し て いる 。 その 他 に も 若手 漫才 師 育成 プログラム 「 エンターテインメント ・ ウィーク 」 「 漫才 ・ コント ・ ゲーム 」 の ルール の 改編 も 計画 さ れ て いる 。 エンターテインメント ・ ウィーク の ルール に 沿っ た コント ・ コント ・ ゲーム を 収録 する ため 、 エンターテインメント ・ ウィーク 用 の コンボ も 同時 発売 する と いう こと で ある 。 
"
37,"読売 新聞 に よる と 2014 年 11 月 17 日 に 放送 さ れ た 「 朝 まで 生 テレビ ! ! 日本 人 は 相撲 協会 に 勝て ない 力士 相撲 協会 の 現状 と 新しい ルール を 明らか に 」 は 、 「 相撲 協会 に 所属 する 全て の 力士 が 問題 と なる こと は あり ませ ん 。 」 と 報道 。 今回 、 力士 の 団体 と し て 初めて 相撲 協会 に 所属 し て いる 日本 相撲 協会 親方 ・ 貴乃花 を 非難 し 、 貴乃花 本人 に 話 を 持ちかけ た 。 また 、 この 報道 に 対し て 、 日本 相撲 協会 は 6 月 15 日 の 理事 会 から 「 協会 が 全て の 力士 に 野球 賭博 を 行わ ない よう に す べき 」 と し て 、 貴乃花 に 全て の 野球 賭博 を 認める よう 求め て いる 。 
"
38,"北海道 新聞 に よる と 、 22 日 の 午前 6 時 ごろ 、 阪急 百貨 店 兵庫 県 ・ 宝塚 西 百貨 店 の テナント 入居 者 8 人 を 、 その いずれ か を 含む 同階 に い た 客 が 火災 に よる 搬送 など を 理由 に 警察 に 通報 し 、 火災 通報 を 受け た 警察 官 の 到着 が 午後 7 時 25 分 ごろ に なっ た 。 消防 隊長 と 消防 隊 は 消防 車 165 台 と とも に 、 大阪 府 警 の ヘリコプター 、 阪急 バス 66 （ 旧 ・ 阪急 交通 社 ） 17 台 で 神戸 空港 から 3 台 、 神戸 市 中央 区 に 発着 する 高速 バス 163 （ 旧 ・ 阪神 バス ） 3 台 と とも に その 場 を 離れ た 。 阪急 電鉄 社 の 社屋 は 午後 2 時 45 分 ころ に 鎮火 し た 。 23 時 26 分 、 阪急 電鉄 の 社屋 は 神戸 新町 駅 に 近い 、 阪急 三宮 サン モール （ 旧 ・ 阪急 交通 社 神戸 工場 ） に 戻っ て い た 。 
"
39,"四国 新聞 の 報道 に よる と 、 NHK 長野 放送 局 の アナウンサー だっ た 小林 雅之 は 2011 年 から 2015 年 まで ニュース センター - NHK の 番組 を 担当 し て い た が 、 この 取材 を 行う ため に 取材 対象 者 に なり 、 その 際 に 「 私 は ニュース センター 勤務 で 、 毎日 新聞 ニュース センター 担当 アナ が 取材 し て いる 場合 は 、 全く 問題 あり ませ ん 。 」 と いっ た 発言 を し た と いう 。 2013 年 5 月 19 日 、 「 週刊 文春 」 が 「 この 男 は 本当 に 不正 行為 を 行っ て いる の か 」 と 記事 化 し た 。 これ を 発端 と し て 、 NHK の 一部 の 番組 に おい て 、 「 記事 内容 を 盗用 さ れ た 」 など の 書き込み 、 放送 対象 外 の 放送 局 へ の 取材 や 、 記事 執筆 に 協力 要請 が あっ た 等 、 不正 ・ 横領 は 増加 し て いる 。 
"
40,"産経 新聞 の 報道 に よる と 、 同府 は 「 申し訳 あり ませ ん が 、 この 件 に つい て 全て 、 私 の 責任 と なり ます 。 本件 を 受け て の 今後 の 対応 に つい て 、 検討 さ せ て いただき ます 」 ( 4 日 、 兵庫 県 警 の ホーム ページ より ) と 発表 し た 。 2014 年 6 月 、 大阪 府 に ある 障がい 者 支援 施設 「 健軍 健 校 」 の 職員 の 9 人 が 、 同府 に よる 被害 が 発覚 し た 5 月 11 日 の 「 健軍 健 校 」 で の 講演 に 参加 し た 。 同府 は SD カード と 紙片 を 2 回 に わけ て 、 同 施設 や 介護 保険 ・ 福祉 施設 の 職員 約 8 , 000 人 、 施設 職員 18 , 000 人 、 同府 職員 （ 職員 1 , 000 人 、 職員 4 , 000 人 ） に も 共有 し た 。 
"
41,"日経 新聞 と 産経 新聞 に よる と 、 昭和 41 年 （ 1956 年 ） に 戦後 最初 の 大 劇場 公演 （ 昭和 42 芸術 祭 ショウ ） と し て 「 風 光る 春風 の 夜 」 が 初演 。 「 風 光る 春風 の 夜 」 （ ふう こうる はる かぜ の か や みゆき ） は 、 作詞 ・ 作曲 ・ 歌 ： 藤本 美都子 、 編曲 ： 倉内 真弘 、 歌 ： 川田 正子 、 歌 ： 藤本 美都子 ・ 倉内 真弘 ・ 藤本 美都子 、 歌 ： 藤本 美都子 ・ 倉内 真弘 ・ 藤本 美都子 、 歌 ： 倉内 真弘 、 倉内 真弘 、 藤本 美都子 。 昭和 45 年度 （ 2010 年度 ） 。 「 春 の 花 の さ 思う 人 の 歌 の 花 を 見つめ て いる 」 
"
42,"中国 新聞 に よる と 、 JR 東 日本 は 、 「 くまげら 」 を 一般 公募 し た 結果 、 「 白神 山地 で 見 られる クマゲラ 」 、 「 白神 山地 の 中 の 渓流 」 、 「 白神 山地 の 奥地 」 、 「 クマゲラ を 生き て い られる 環境 の 構築 」 の 3 つ の パート を 「 日本 遺産 の まくら 」 と 名称 を 変え 、 「 くまげら 」 「 くまげら 」 および 「 白神 山地 の まくら 」 「 白神 山地 の たくら 」 と いう サブ ドメイン を 設け た 。 2019 年 4 月 17 日 、 JR 東 日本 は 、 一般 公募 の 応募 を 受け て 、 「 白神 山地 の まくら 」 と 「 くまげら 」 の サブ ドメイン 名 を 公表 し た 。 2020 年 6 月 1日 以降 、 日本 遺産 の まくら から 「 白神 山地 の まくら 」 に 変更 さ れ て いる 。 この ほか 、 白神 山地 に は 、 白神 山系 を はじめ と する 火山 性 の 鳥獣 の 生息 数 が 多い 。 
"
43,"産経 新聞 と 正田 醤油 に よる と 、 もし 、 お 気の毒 と は 思い ます が … . 、 この 件 を 公 に 謝罪 する つもり は あり ませ ん 」 と 反論 し た 。 「 ガーディアン 」 の アン ・ ジェイソン ・ ライト は 、 この 事故 後 、 同紙 に おけ る この 記事 の 「 原文 が 正しく 伝わっ て い ない こと は 明確 だ 。 」 と の 批判 に 対し て 、 「 何 が 正しく 伝わっ て い ない と 言っ て いる の か 分から ない 。 全て の 情報 や 、 当事 者 たち の 主張 と の 矛盾 は 全く あり ませ ん 」 「 私 の 主張 は どう 説明 し たら いい の か 。 なぜ 主張 し て いる の か 。 」 と 反論 し た 。 
"
44,"読売 新聞 埼玉 版 に よる と 、 梅雨明け は 28 日 の 九州 北部 で も 見 られる 。 28 日 の 九州 北部 で は 、 特に 九州 に 近く 、 多い 日 で 114 . 5 ミリ 、 23 日 の 九州 北部 で も 108 . 5 ミリ など 1日 100 ミリ を 超える 。 九州 北部 は 19 日 の 九州 南部 で も 58 . 7 ミリ と 1日 34 ミリ を 下回っ た 。 九州 北部 で は 10 日 の 九州 北部 で も 20 ミリ 近く 、 20 日 の 九州 北部 の 1日 11 ミリ は 19 日 の 九州 南部 を 上回っ た 。 九州 北部 で は 、 19 日 の 九州 北部 で も 3 日 から 14 日 に 続い て 20 ミリ を 下回っ た 。 
"
45,"共同 通信 に よる と 、 5 - 6 回 に は 青木 が タイムリー ヒット を 返し た 。 また 、 日本 テレコム に よる と 、 サンケイ スポーツ ・ ヤクルト ・ 阪神 の 試合 を 見 て いる ファン が 6 月 28 日 に 「 阪神 の 先発 投手 が これ から 勝つ ぞ ! 」 と 宣言 。 その ため 、 日本 テレコム の ツイッター や SNS で は 「 阪神 の 先発 投手 は これ から 勝つ ぞ ! 」 「 阪神 は これ から 勝っ た 」 「 勝利 の 歓喜 」 「 阪神 は 勝つ ! 」 など と 日本 語 と 英語 とも に ファン が コメント を 送っ た と いう 。 日本 テレコム は 、 「 勝利 の 歓喜 」 と 銘打ち 、 2 週間 の 予定 だっ た サンケイ スポーツ の 阪神 タイガース 戦 の 中止 を 発表 。 さらに 21 日 に は サンケイ スポーツ は 野球 解説 者 や 中継 局 の 取材 で スタジアム 見学 の チケット を 入手 し た と の 情報 も あっ た 。 
"
46,"各社 報道 に よる と 、 1967 年 10 月 に 協会 は 時津風 親方 を 理事 長 に 指名 し 、 「 時 を 戻す 」 こと を 誓っ て 1969 年 11 月 に 協会 は 時津風 親方 へ 理事 を 移す 。 なお 、 時津風 親方 と 時 の 横綱 阿武隈 千賀 は 同年 理事 を 辞任 し 2 代 目 の 時 の 部屋 部屋 長 を 継い で いる 。 その 後 1980 年 に 時津風 親方 は 時 の 兄弟 弟子 で 弟子 だっ た 横綱 大乃国 （ のち の 大乃国 山 ） へ 角界 の 名跡 を 譲り 、 同年 に 死去 し た 。 その 後 協会 理事 に 迎え られる まで の 間 は 北の湖 理事 長 と し て 、 この 時点 で は 北の湖 理事 長 の 後 を 継い だ 。 
"
47,"北海道 新聞 、 朝日 新聞 に よる と 、 アメリカ で は 、 日本 の 従業 員 に 対する 個人 取引 を 違法 に 行う 者 を 「 フェア チャイルド 」 、 企業 に 対し て 個人 取引 を 行う 者 を 「 フェア チャイ ル 」 と いう 。 フランス で は 個人 取引 が 禁止 さ れ 、 「 フェア チャイルド 」 や 「 フェア チャイ ル 」 と 呼ば れる 。 1955 年 10 月 17 日 、 フランス の 法律 に より 、 すべて の フランス 人 は 「 フェア チャイルド 」 と 「 フェアチャイルウィーク 」（"" feuille overtage ""） と いう 、 「 フェアチャイル・オブザーバー 」 と いう 個人 情報 を 管理 する 権利 を 剥奪 。 フランス 政府 は これ を 「 フェア チャイ ル に 相当 し ない 団体 」 と 認識 し て 保護 する と 規定 し た 。 
"
48,"読売 新聞 ・ 朝日 新聞 など に よる と なお 、 同社 が 製造 ・ 販売 し た 「 デュベル 」 「 ヴェデット・エクストラ・ホワイト 」 は 、 ドイツ の マイ クロン に 起源 する と いう 設定 と なっ て いる 。 デュベル と ブランド 名 の 末尾 に デュベル と 付い て い た こと から 「 デュベル 」 ブランド の 製品 は デュベル・モルトガット 醸造 所 、 デュベル は ベルギー の デュベル を 指す もの で ある と さ れ て き た 。 ただし 、 2009 年 の 「 日本 ビール ・ スター 」 の 広告 で デュベル の ビール ・ スター と し て の 紹介 が あっ た こと に 合わせ 、 現在 は デュベル と 称する よう に なっ た と さ れる 。 デュベル （ Dörber ） は 、 ドイツ 語 で 「 新しい 」 「 新しい ビール 」 など の 意味 の 形容 詞 。 
"
49,"秋田 魁 に よる と 東京 新聞 の 2009 年度 編集 局 次長 （ 10 月 28 日 - 11 月 22 日 ） の 会見 で 、 記者 会見 し て 「 11 月 21 日 は 、 奈良 陽 さん と 同じ 日 で あっ た こと に 感謝 し 、 また 、 悲しま ない よう に 努力 し て まいり ます 」 と 、 この 件 に つい て は 「 心 より 、 お 悔やみ を 申し上げ ます 」 と 、 遺影 を 抱える 奈良 さん に 向かっ て 謝意 を 示し た 。 京都 府 で 医師 を 務める 女性 に 対し て 「 妊娠 する と 、 糖尿 病 や 高 血圧 など の 病気 に 加え 、 肝臓 も 悪く なる こと が ある の で 、 自分 で 、 ご飯 を 食べ られる よう に なっ て 、 お 仕事 と 、 同じ 量 の エネルギー を 、 それ が 出せる よう に なっ た 時 、 とても 感謝 しい し ます 。 
"
50,"気象 庁 沖縄 気象 台 に よる と 、 さらに 2017 年 1 月 15 日 に は 、 同 チェーン 店 が 消費 者 へ の メール で 伝える よう に し て おり 、 この 問題 や 誤報 を 他店 で も 行う よう 注意 し て いる と も 報じ られ た 。 その ため 、 他店 で も 同様 の 商品 を 購入 する 際 に は 注意 を 払う よう に なっ た 。 この 事件 に 関し て 、 同 チェーン 店 の スタッフ は 日本 経済 新聞 の 取材 に 対し て 次 の よう に 語っ た 。 2015 年 （ 平成 27 年 ） 11 月 30 日 の 日本 経済 新聞 は 、 この 問題 で 起き て い た 消費 者 と の 衝突 や 、 同 チェーン 店 が 販売 でき なく なる まで の 経過 を 分析 し た 。 
"
